시설물 구분,시설물명,소재지 주소,행정동,데이터기준일자
장애인 주차장,방배센트럴빌딩,서울특별시 서초구 방배동 909-6,방배1동,2025-09-18
장애인 주차장,서울방배1동우편취급국,서울특별시 서초구 방배동 923-6,방배1동,2025-09-18
장애인 주차장,방배한신트리플,서울특별시 서초구 방배동 816-1,방배4동,2025-09-18
장애인 주차장,한국기독교장로회이수중앙교회,서울특별시 서초구 방배동 512-1,방배2동,2025-09-18
장애인 주차장,반포래디앙 시그니처,서울특별시 서초구 방배동 751-4,방배본동,2025-09-18
장애인 주차장,하모니,서울특별시 서초구 방배동 858-33,방배4동,2025-09-18
장애인 주차장,뉴씨엘,서울특별시 서초구 방배동 862-1,방배4동,2025-09-18
장애인 주차장,방배그리나힐,서울특별시 서초구 방배동 454-20,방배2동,2025-09-18
장애인 주차장,방배헤스티아3,서울특별시 서초구 방배동 467-22,방배2동,2025-09-18
장애인 주차장,스매치 서초 사옥,서울특별시 서초구 서초동 1703-8,서초3동,2025-09-18
장애인 주차장,릿타워,서울특별시 서초구 서초동 1331-2,서초2동,2025-09-18
장애인 주차장,석오빌딩,서울특별시 서초구 서초동 1596-3,서초3동,2025-09-18
장애인 주차장,크레아2,서울특별시 서초구 서초동 1628-1,서초1동,2025-09-18
장애인 주차장,알루어반포,서울특별시 서초구 반포동 67-3,반포4동,2025-09-18
장애인 주차장,더샵 반포리버파크,서울특별시 서초구 반포동 114-1,반포2동,2025-09-18
장애인 주차장,빌라드 루,서울특별시 서초구 반포동 107-50,반포4동,2025-09-18
장애인 주차장,서래스테이,서울특별시 서초구 반포동 96-9,반포4동,2025-09-18
장애인 주차장,방배스카이,서울특별시 서초구 방배동 755-7,방배본동,2025-09-18
장애인 주차장,래미안서초에스티지에스,서울특별시 서초구 서초동 1754,서초2동,2025-09-18
장애인 주차장,서초2파출소,서울특별시 서초구 서초동 1356-6,서초2동,2025-09-18
장애인 주차장,서초4동열린문화센터,서울특별시 서초구 서초동 1302-6,서초4동,2025-09-18
장애인 주차장,방배대우디오빌,서울특별시 서초구 방배동 866-20,방배4동,2025-09-18
장애인 주차장,루바토,서울특별시 서초구 방배동 931-25,방배1동,2025-09-18
장애인 주차장,근정빌딩,서울특별시 서초구 서초동 1575-12,서초3동,2025-09-18
장애인 주차장,도매시정·소매시장,서울특별시 서초구 서초동 1672-6,서초1동,2025-09-18
장애인 주차장,디앤비빌딩,서울특별시 서초구 서초동 1675-7,서초1동,2025-09-18
장애인 주차장,아이리스 서초,서울특별시 서초구 서초동 1638-2,서초1동,2025-09-18
장애인 주차장,BLOCK77,서울특별시 서초구 서초동 1307-21,서초4동,2025-09-18
장애인 주차장,블루원빌딩,서울특별시 서초구 서초동 1699-16,서초4동,2025-09-18
장애인 주차장,디에이치 반포 라클라스,서울특별시 서초구 반포동 1343,반포1동,2025-09-18
장애인 주차장,반포 래미안아이파크,서울특별시 서초구 반포동 1341,반포1동,2025-09-18
장애인 주차장,휴게음식점·제과점,서울특별시 서초구 반포동 57-4,반포4동,2025-09-18
장애인 주차장,더클래스,서울특별시 서초구 서초동 1619-2,서초1동,2025-09-18
장애인 주차장,서초어반하이 오피스텔,서울특별시 서초구 서초동 1601-10,서초3동,2025-09-18
장애인 주차장,센트럴시티,서울특별시 서초구 반포동 19-3,반포4동,2025-09-18
장애인 주차장,원지동 다목적체육관,서울특별시 서초구 원지동 28,양재2동,2025-09-18
장애인 주차장,호반 파크 Ⅱ관,서울특별시 서초구 우면동 786,양재1동,2025-09-18
장애인 주차장,호반 파크 Ⅰ관,서울특별시 서초구 우면동 782,양재1동,2025-09-18
장애인 주차장,양재도서관,서울특별시 서초구 양재동 102-6,양재1동,2025-09-18
장애인 주차장,자광,서울특별시 서초구 양재동 88-1,양재1동,2025-09-18
장애인 주차장,서초구립 양재목련어린이집,서울특별시 서초구 양재동 300-11,양재2동,2025-09-18
장애인 주차장,양지파크타운,서울특별시 서초구 양재동 272-9,양재2동,2025-09-18
장애인 주차장,신반포자이,서울특별시 서초구 잠원동 160,반포3동,2025-09-18
장애인 주차장,잠원동 스타빌딩,서울특별시 서초구 잠원동 61-9,잠원동,2025-09-18
장애인 주차장,반포이안베스티움,서울특별시 서초구 반포동 701-41,반포1동,2025-09-18
장애인 주차장,그리다,서울특별시 서초구 반포동 718-4,반포1동,2025-09-18
장애인 주차장,서초메트하임,서울특별시 서초구 신원동 608,내곡동,2025-09-18
장애인 주차장,서초포레스타7단지,서울특별시 서초구 신원동 615,내곡동,2025-09-18
장애인 주차장,내곡열린문화센터,서울특별시 서초구 신원동 627,내곡동,2025-09-18
장애인 주차장,서초포레스타5단지,서울특별시 서초구 신원동 579,내곡동,2025-09-18
장애인 주차장,서초구립내곡도서관(내곡중학교),서울특별시 서초구 신원동 294,내곡동,2025-09-18
장애인 주차장,서초포레스타6단지,서울특별시 서초구 신원동 619,내곡동,2025-09-18
장애인 주차장,내곡 SH 플라자,서울특별시 서초구 내곡동 391,내곡동,2025-09-18
장애인 주차장,서초구립 도구머리어린이집 주건축물제1동,서울특별시 서초구 방배동 산 75-3,방배2동,2025-09-18
장애인 주차장,지역자치센터,서울특별시 서초구 방배동 462-13,방배2동,2025-09-18
장애인 주차장,다니엘학교,서울특별시 서초구 내곡동 1-1328,내곡동,2025-09-18
장애인 주차장,서초포레스타2단지,서울특별시 서초구 내곡동 384,내곡동,2025-09-18
장애인 주차장,서초구립 내곡연두어린이집,서울특별시 서초구 내곡동 402,내곡동,2025-09-18
장애인 주차장,KB골든라이프케어 서초 빌리지,서울특별시 서초구 우면동 700,양재1동,2025-09-18
장애인 주차장,사랑동,서울특별시 서초구 방배동 981-23,방배3동,2025-09-18
장애인 주차장,제이지와이제이120(JGYJ120),서울특별시 서초구 방배동 981-16,방배3동,2025-09-18
장애인 주차장,CTK,서울특별시 서초구 서초동 1485-6,서초3동,2025-09-18
장애인 주차장,HDC랩스타워,서울특별시 서초구 서초동 1439-2,서초1동,2025-09-18
장애인 주차장,드림타운,서울특별시 서초구 방배동 918-11,방배1동,2025-09-18
장애인 주차장,방배파크빌,서울특별시 서초구 방배동 477-11,방배3동,2025-09-18
장애인 주차장,정토회관,서울특별시 서초구 서초동 1591-1,서초3동,2025-09-18
장애인 주차장,서초청소년도서관,서울특별시 서초구 서초동 1755,서초2동,2025-09-18
장애인 주차장,방배롯데캐슬아르떼,서울특별시 서초구 방배동 424-28,방배2동,2025-09-18
장애인 주차장,서울이수초등학교,서울특별시 서초구 방배동 468-6,방배2동,2025-09-18
장애인 주차장,방배래미안타워,서울특별시 서초구 방배동 485-3,방배3동,2025-09-18
장애인 주차장,방배대우아파트,서울특별시 서초구 방배동 562-1,방배3동,2025-09-18
장애인 주차장,현대멤피스아파트,서울특별시 서초구 방배동 774-19,방배본동,2025-09-18
장애인 주차장,쌍용예가클래식,서울특별시 서초구 방배동 776-3,방배본동,2025-09-18
장애인 주차장,방배3차 e-편한세상,서울특별시 서초구 방배동 797-30,방배본동,2025-09-18
장애인 주차장,방배 롯데캐슬로제,서울특별시 서초구 방배동 849-30,방배4동,2025-09-18
장애인 주차장,그랜드하우스,서울특별시 서초구 방배동 850-20,방배4동,2025-09-18
장애인 주차장,방배2차e-편한세상,서울특별시 서초구 방배동 881-26,방배4동,2025-09-18
장애인 주차장,황실자이,서울특별시 서초구 방배동 883-9,방배1동,2025-09-18
장애인 주차장,방배 e-편한세상,서울특별시 서초구 방배동 884-21,방배1동,2025-09-18
장애인 주차장,방배자이아파트,서울특별시 서초구 방배동 888-53,방배1동,2025-09-18
장애인 주차장,브라운스톤 방배,서울특별시 서초구 방배동 899-16,방배1동,2025-09-18
장애인 주차장,방배 서리풀 e-편한세상,서울특별시 서초구 방배동 906-13,방배1동,2025-09-18
장애인 주차장,자현유하우스,서울특별시 서초구 방배동 940-4,방배1동,2025-09-18
장애인 주차장,방배현대멤피스2,서울특별시 서초구 방배동 982-1,방배3동,2025-09-18
장애인 주차장,방배 어울림,서울특별시 서초구 방배동 998,방배3동,2025-09-18
장애인 주차장,래미안방배아트힐,서울특별시 서초구 방배동 1008-2,방배3동,2025-09-18
장애인 주차장,방배1차현대아파트,서울특별시 서초구 방배동 1344,방배4동,2025-09-18
장애인 주차장,서문여자중.고등학교,서울특별시 서초구 방배동 1514,방배4동,2025-09-18
장애인 주차장,방배2차현대홈타운,서울특별시 서초구 방배동 2001,방배4동,2025-09-18
장애인 주차장,방배3차현대홈타운,서울특별시 서초구 방배동 2233,방배본동,2025-09-18
장애인 주차장,방배래미안아파트,서울특별시 서초구 방배동 2626,방배2동,2025-09-18
장애인 주차장,방배동 동부센트레빌,서울특별시 서초구 방배동 3275,방배본동,2025-09-18
장애인 주차장,방배한진로즈힐아파트,서울특별시 서초구 방배동 3276,방배4동,2025-09-18
장애인 주차장,방배 아이파크,서울특별시 서초구 방배동 3277,방배본동,2025-09-18
장애인 주차장,방배 센트레빌 인더포레,서울특별시 서초구 방배동 3286,방배3동,2025-09-18
장애인 주차장,비버리하임(1단지),서울특별시 서초구 양재동 5-12,양재1동,2025-09-18
장애인 주차장,대림아파트,서울특별시 서초구 우면동 57,양재1동,2025-09-18
장애인 주차장,동고아파트,서울특별시 서초구 우면동 59,양재1동,2025-09-18
장애인 주차장,우면한라아파트,서울특별시 서초구 우면동 67,양재1동,2025-09-18
장애인 주차장,코오롱아파트,서울특별시 서초구 우면동 70,양재1동,2025-09-18
장애인 주차장,서초네이처힐1단지,서울특별시 서초구 우면동 707,양재1동,2025-09-18
장애인 주차장,서초네이처힐2단지,서울특별시 서초구 우면동 712,양재1동,2025-09-18
장애인 주차장,서초네이처힐3단지,서울특별시 서초구 우면동 717,양재1동,2025-09-18
장애인 주차장,서초네이처힐4단지,서울특별시 서초구 우면동 720,양재1동,2025-09-18
장애인 주차장,서초네이처힐5단지,서울특별시 서초구 우면동 730,양재1동,2025-09-18
장애인 주차장,서초네이처힐7단지,서울특별시 서초구 우면동 735,양재1동,2025-09-18
장애인 주차장,서초네이처힐6단지,서울특별시 서초구 우면동 737,양재1동,2025-09-18
장애인 주차장,서초호반써밋,서울특별시 서초구 우면동 753,양재1동,2025-09-18
장애인 주차장,서초힐스,서울특별시 서초구 우면동 773,양재1동,2025-09-18
장애인 주차장,엘에이치서초3단지,서울특별시 서초구 우면동 784,양재1동,2025-09-18
장애인 주차장,호반써밋서초파크,서울특별시 서초구 우면동 788,양재1동,2025-09-18
장애인 주차장,호반써밋서초파크뷰,서울특별시 서초구 우면동 789,양재1동,2025-09-18
장애인 주차장,더리버사이드호텔,서울특별시 서초구 잠원동 6-1,잠원동,2025-09-18
장애인 주차장,한강아파트,서울특별시 서초구 잠원동 49-8,잠원동,2025-09-18
장애인 주차장,잠원현대아파트,서울특별시 서초구 잠원동 53,잠원동,2025-09-18
장애인 주차장,신동중학교,서울특별시 서초구 잠원동 54-6,잠원동,2025-09-18
장애인 주차장,금호베스트빌아파트,서울특별시 서초구 잠원동 58,잠원동,2025-09-18
장애인 주차장,신반포청구아파트,서울특별시 서초구 잠원동 63-2,잠원동,2025-09-18
장애인 주차장,반포한신타워아파트,서울특별시 서초구 잠원동 71-11,반포3동,2025-09-18
장애인 주차장,동아아파트,서울특별시 서초구 잠원동 157,반포3동,2025-09-18
장애인 주차장,래미안 신반포 팰리스,서울특별시 서초구 잠원동 158,잠원동,2025-09-18
장애인 주차장,반포센트럴자이,서울특별시 서초구 잠원동 162,반포3동,2025-09-18
장애인 주차장,반포르엘,서울특별시 서초구 잠원동 163,반포3동,2025-09-18
장애인 주차장,반포르엘2차,서울특별시 서초구 잠원동 164,반포3동,2025-09-18
장애인 주차장,래미안 원베일리,서울특별시 서초구 반포동 1,반포2동,2025-09-18
장애인 주차장,아크로리버파크,서울특별시 서초구 반포동 2-12,반포2동,2025-09-18
장애인 주차장,계성초등학교,서울특별시 서초구 반포동 6-1,반포2동,2025-09-18
장애인 주차장,반포푸르지오아파트,서울특별시 서초구 반포동 10,반포2동,2025-09-18
장애인 주차장,반포 힐스테이트,서울특별시 서초구 반포동 16-6,반포2동,2025-09-18
장애인 주차장,래미안 퍼스티지,서울특별시 서초구 반포동 18-1,반포2동,2025-09-18
장애인 주차장,반포자이,서울특별시 서초구 반포동 20-43,반포1동,2025-09-18
장애인 주차장,서울원촌초등학교,서울특별시 서초구 반포동 21,반포1동,2025-09-18
장애인 주차장,반포리체,서울특별시 서초구 반포동 30-26,반포1동,2025-09-18
장애인 주차장,신반포궁전아파트,서울특별시 서초구 반포동 65-1,반포4동,2025-09-18
장애인 주차장,반포 에스케이 뷰,서울특별시 서초구 반포동 112-15,반포4동,2025-09-18
장애인 주차장,가톨릭중앙의료원 새병원 및 성의회관,서울특별시 서초구 반포동 505,반포4동,2025-09-18
장애인 주차장,조달청사,서울특별시 서초구 반포동 520-3,반포4동,2025-09-18
장애인 주차장,래미안 서초스위트,서울특별시 서초구 서초동 1301-6,서초4동,2025-09-18
장애인 주차장,서초두산위브트레지움,서울특별시 서초구 서초동 1310-4,서초4동,2025-09-18
장애인 주차장,서초 푸르지오 써밋,서울특별시 서초구 서초동 1311-10,서초4동,2025-09-18
장애인 주차장,롯데캐슬클래식,서울특별시 서초구 서초동 1312-3,서초4동,2025-09-18
장애인 주차장,삼성서초가든스위트,서울특별시 서초구 서초동 1326,서초2동,2025-09-18
장애인 주차장,우성아파트,서울특별시 서초구 서초동 1326-17,서초2동,2025-09-18
장애인 주차장,래미안서초에스티지,서울특별시 서초구 서초동 1332-13,서초2동,2025-09-18
장애인 주차장,서이초등학교,서울특별시 서초구 서초동 1334-2,서초2동,2025-09-18
장애인 주차장,서초 벽산블루밍 아파트,서울특별시 서초구 서초동 1347-20,서초2동,2025-09-18
장애인 주차장,롯데캐슬주피터,서울특별시 서초구 서초동 1359-50,서초2동,2025-09-18
장애인 주차장,서초신원아침도시2차,서울특별시 서초구 서초동 1420-18,서초1동,2025-09-18
장애인 주차장,서초동 아아파크,서울특별시 서초구 서초동 1436-14,서초1동,2025-09-18
장애인 주차장,서초자이,서울특별시 서초구 서초동 1444-7,서초1동,2025-09-18
장애인 주차장,더샾서초,서울특별시 서초구 서초동 1445-14,서초1동,2025-09-18
장애인 주차장,서초동한신아파트,서울특별시 서초구 서초동 1454-29,서초3동,2025-09-18
장애인 주차장,서초3차대림이-편한세상,서울특별시 서초구 서초동 1467-37,서초3동,2025-09-18
장애인 주차장,서초5차대림이-편한세상,서울특별시 서초구 서초동 1467-62,서초3동,2025-09-18
장애인 주차장,서초1차e-편한세상,서울특별시 서초구 서초동 1487-63,서초3동,2025-09-18
장애인 주차장,마제스타시티,서울특별시 서초구 서초동 1498-5,서초3동,2025-09-18
장애인 주차장,서초한빛삼성아파트,서울특별시 서초구 서초동 1509-1,서초3동,2025-09-18
장애인 주차장,삼성 래미안 서초6차,서울특별시 서초구 서초동 1520-9,서초3동,2025-09-18
장애인 주차장,서울고등학교,서울특별시 서초구 서초동 1526-1,서초3동,2025-09-18
장애인 주차장,서초2차 이-편한세상,서울특별시 서초구 서초동 1529,서초3동,2025-09-18
장애인 주차장,대성빌딩,서울특별시 서초구 서초동 1530-18,서초3동,2025-09-18
장애인 주차장,서초극동스타클래스2,서울특별시 서초구 서초동 1615-10,서초1동,2025-09-18
장애인 주차장,서초극동스타클래스 I 아파트,서울특별시 서초구 서초동 1616-10,서초1동,2025-09-18
장애인 주차장,서초동 롯데캐슬 리버티,서울특별시 서초구 서초동 1620-20,서초1동,2025-09-18
장애인 주차장,서초삼성래미안,서울특별시 서초구 서초동 1641-1,서초1동,2025-09-18
장애인 주차장,서초롯데캐슬84,서울특별시 서초구 서초동 1642-14,서초1동,2025-09-18
장애인 주차장,서초현대아파트,서울특별시 서초구 서초동 1648-2,서초1동,2025-09-18
장애인 주차장,서울교육대학교,서울특별시 서초구 서초동 1650,서초1동,2025-09-18
장애인 주차장,서초롯데캐슬프레지던트,서울특별시 서초구 서초동 1681-8,서초4동,2025-09-18
장애인 주차장,서초 래미안 아파트,서울특별시 서초구 서초동 1682,서초4동,2025-09-18
장애인 주차장,서초4차현대아파트,서울특별시 서초구 서초동 1684,서초4동,2025-09-18
장애인 주차장,삼풍아파트,서울특별시 서초구 서초동 1685,서초4동,2025-09-18
장애인 주차장,서초 교대 e편한세상,서울특별시 서초구 서초동 1686-9,서초4동,2025-09-18
장애인 주차장,유원서초아파트,서울특별시 서초구 서초동 1687,서초4동,2025-09-18
장애인 주차장,서초프라임헤센아파트,서울특별시 서초구 서초동 1756,서초1동,2025-09-18
장애인 주차장,서초그랑자이,서울특별시 서초구 서초동 1757,서초2동,2025-09-18
장애인 주차장,서울언남초등학교,서울특별시 서초구 내곡동 395,내곡동,2025-09-18
장애인 주차장,서초더샵포레,서울특별시 서초구 내곡동 411,내곡동,2025-09-18
장애인 주차장,내곡동종합시설,서울특별시 서초구 염곡동 180-2,내곡동,2025-09-18
장애인 주차장,한국도로교통공단 서울특별시지부,서울특별시 서초구 염곡동 300-11,내곡동,2025-09-18
장애인 주차장,힐스테이트서초젠트리스,서울특별시 서초구 신원동 557,내곡동,2025-09-18
장애인 주차장,서초포레스타3단지,서울특별시 서초구 신원동 568,내곡동,2025-09-18
장애인 화장실,서초여성가족플라자 방배센터 화장실,서울특별시 서초구 방배동 983-14,방배3동,2025-09-18
장애인 화장실,서초여성가족플라자 서초센터 화장실,서울특별시 서초구 서초동 1302-6,서초4동,2025-09-18
장애인 화장실,서초여성가족플라자 잠원센터 화장실,서울특별시 서초구 잠원동 61-6,잠원동,2025-09-18
장애인 화장실,문화예술공원서리풀노리학교,서울특별시 서초구 양재동 200,양재2동,2025-09-18
장애인 화장실,서리풀문화광장 공중화장실,서울특별시 서초구 서초동 1498-1 외 12필지,양재2동,2025-09-18
장애인 화장실,까리따스방배종합사회복지관 화장실,서울특별시 서초구 방배동 3274-3,방배2동,2025-09-18
장애인 화장실,방배뒷벌어린이공원 공중화장실,서울특별시 서초구 방배동 821-1,방배4동,2025-09-18
장애인 화장실,방배쉼터 공중화장실,서울특별시 서초구 방배동 445-3,방배2동,2025-09-18
장애인 화장실,대한건축사협회,서울특별시 서초구 서초동 1603-55,서초1동,2025-09-18
장애인 화장실,블루핀타워,서울특별시 서초구 서초동 1603-1,서초1동,2025-09-18
장애인 화장실,도시의빛2,서울특별시 서초구 서초동 1328-11,서초2동,2025-09-18
장애인 화장실,맥도날드,서울특별시 서초구 서초동 1536-15,서초3동,2025-09-18
장애인 화장실,래미안퍼스티지중심상가,서울특별시 서초구 반포동 18-3,방배2동,2025-09-18
장애인 화장실,신반포역상가,서울특별시 서초구 반포동 18-4,반포2동,2025-09-18
장애인 화장실,남부종합시장,서울특별시 서초구 방배본동 767-1,방배본동,2025-09-18
장애인 화장실,외환은행,서울특별시 서초구 방배1동 935-34,방배4동,2025-09-18
장애인 화장실,한신트리플상가(이수시장),서울특별시 서초구 방배4동 816-1,방배2동,2025-09-18
장애인 화장실,황금빌딩,서울특별시 서초구 우면동 728,양재1동,2025-09-18
장애인 화장실,양재동복합시설,서울특별시 서초구 양재동 81,양재1동,2025-09-18
장애인 화장실,청계산 자연누리 오피스텔,서울특별시 서초구 신원동 662,내곡동,2025-09-18
장애인 화장실,말죽거리근린공원 화장실,서울특별시 서초구 서초동 258-2,서초1동,2025-09-18
장애인 화장실,우면산 (서초약수터),서울특별시 서초구 서초동 431-6,서초1동,2025-09-18
장애인 화장실,우면산 (대성사 옆),서울특별시 서초구 서초동 산 138-2,서초3동,2025-09-18
장애인 화장실,서리풀공원,서울특별시 서초구 서초동 산160-24,서초1동,2025-09-18
장애인 화장실,명달근린공원,서울특별시 서초구 서초동 1313-17,서초4동,2025-09-18
장애인 화장실,반포종합운동장체육센터,서울특별시 서초구 반포동 15-2,반포2동,2025-09-18
장애인 화장실,잠원스포츠파크,서울특별시 서초구 잠원동 71-10,반포3동,2025-09-18
장애인 화장실,서초구청,서울특별시 서초구 서초동 1376-3,서초2동,2025-09-18
장애인 화장실,서초1동주민센터,서울특별시 서초구 서초동 1649-5,서초1동,2025-09-18
장애인 화장실,서초2동주민센터 화장실,서울특별시 서초구 서초동 1332-6,서초2동,2025-09-18
장애인 화장실,잠원동주민센터 화장실,서울특별시 서초구 잠원동 58-27,잠원동,2025-09-18
장애인 화장실,반포1동 주민센터,서울특별시 서초구 반포동 20-48,서초3동,2025-09-18
장애인 화장실,반포2동 주민센터,서울특별시 서초구 반포동 1-23,반포2동,2025-09-18
장애인 화장실,반포3동주민센터 화장실,서울특별시 서초구 잠원동 71-7,반포3동,2025-09-18
장애인 화장실,반포4동 주민센터,서울특별시 서초구 반포동 74-7,반포4동,2025-09-18
장애인 화장실,방배본동주민센터화장실,서울특별시 서초구 방배동 774-9,방배본동,2025-09-18
장애인 화장실,방배2동주민센터,서울특별시 서초구 방배동 462-13,방배2동,2025-09-18
장애인 화장실,방배3동주민센터 화장실,서울특별시 서초구 방배동 1023-3,방배3동,2025-09-18
장애인 화장실,방배4동주민센터,서울특별시 서초구 방배동 852-14,방배4동,2025-09-18
장애인 화장실,양재2동 주민센터,서울특별시 서초구 양재동 323-1,양재2동,2025-09-18
장애인 화장실,서초구민체육센터,서울특별시 서초구 반포동 114-3,반포2동,2025-09-18
장애인 화장실,방배배수지 체육공원,서울특별시 서초구 방배동 599,방배3동,2025-09-18
장애인 화장실,서초구립반포도서관,서울특별시 서초구 반포동 32-12,반포1동,2025-09-18
장애인 화장실,양재종합사회복지관,서울특별시 서초구 양재동 11-13,양재1동,2025-09-18
장애인 화장실,서초구립 한우리정보문화센터,서울특별시 서초구 서초동 380,서초1동,2025-09-18
장애인 화장실,우면종합사회복지관,서울특별시 서초구 우면동 63,양재1동,2025-09-18
장애인 화장실,서울특별시어린이병원,서울특별시 서초구 내곡동 375,내곡동,2025-09-18
장애인 화장실,내곡동 주민센터,서울특별시 서초구 신원동 340-3,내곡동,2025-09-18
장애인 화장실,양재천 (연인의거리),서울특별시 서초구 양재동 99-5,양재1동,2025-09-18
장애인 화장실,양재근린공원,서울특별시 서초구 양재동 311,양재2동,2025-09-18
장애인 화장실,양재천근린공원,서울특별시 서초구 양재동 261-22,양재2동,2025-09-18
장애인 화장실,송동근린공원,서울특별시 서초구 우면동 777,반포2동,2025-09-18
장애인 화장실,청계산 공영주차장 화장실,서울특별시 서초구 원지동 362-1,반포2동,2025-09-18
장애인 화장실,서초꽃마을주유소,서울특별시 서초구 서초동 1536-16,서초3동,2025-09-18
장애인 화장실,(주)에이치앤디이서울만남의광장주유소,서울특별시 서초구 원지동 10-16,양재2동,2025-09-18
장애인 화장실,대성석유㈜연일주유소,서울특별시 서초구 서초동 1426-13,방배본동,2025-09-18
장애인 화장실,서울추모공원 화장실,서울특별시 서초구 원지동 63 서울추모공원,양재2동,2025-09-18
장애인 화장실,내방역,서울특별시 서초구 방배동 874-16 내방역,방배1동,2025-09-18
장애인 화장실,고속터미널(7)역,서울특별시 서초구 반포동 19-11 고속터미널역(7호선),반포4동,2025-09-18
장애인 화장실,반포역,서울특별시 서초구 잠원동 103 반포역,방배1동,2025-09-18
장애인 화장실,남태령역,서울특별시 서초구 방배동 2909 남태령역,방배2동,2025-09-18
장애인 화장실,양재역,서울특별시 서초구 서초동 1366-9 양재역,양재1동,2025-09-18
장애인 화장실,남부터미널역,서울특별시 서초구 서초동 1748-30 남부터미널역,서초1동,2025-09-18
장애인 화장실,교대(3)역,서울특별시 서초구 서초동 1748-4 교대역(3호선),서초1동,2025-09-18
장애인 화장실,잠원역,서울특별시 서초구 잠원동 100-1 잠원역,잠원동,2025-09-18
장애인 화장실,방배역,서울특별시 서초구 방배동 912-14 방배역,방배3동,2025-09-18
장애인 화장실,서초역,서울특별시 서초구 서초동 1748-5 서초역,서초3동,2025-09-18
장애인 화장실,터미널지하도상가 화장실,서울특별시 서초구 잠원동 68-17,반포3동,2025-09-18
장애인 화장실,서초경찰서 화장실,서울특별시 서초구 서초3동 1726-1,양재1동,2025-09-18
장애인 화장실,서울중앙지방검찰청 지하1층 종합민원실 화장실,서울특별시 서초구 서초동 1724,서초3동,2025-09-18
장애인 화장실,서울서초우체국 1층,서울특별시 서초구 양재동 324-2,양재2동,2025-09-18
장애인 화장실,몽마르뜨공원,서울 서초구 반포동 산59-1,반포4동,2025-09-18
장애인 화장실,바우뫼복지문화회관,서울 서초구 바우뫼로 43,양재1동,2025-09-18
장애인 화장실,반포종합사회복지관 화장실,서울특별시 서초구 신반포로33길 22 반포종합사회복지관,반포3동,2025-09-18
장애인 화장실,방배1동 주민센터,서울특별시 서초구 효령로29길 43 방배1동주민센터,방배1동,2025-09-18
장애인 화장실,방배노인종합복지관,서울특별시 서초구 방배천로 48 방배노인종합복지관,방배2동,2025-09-18
장애인 화장실,방배육아지원센터,서울특별시 서초구 방배로27길 13,방배4동,2025-09-18
장애인 화장실,서초문화예술회관,서울특별시 서초구 강남대로 201 서초문화예술회관,양재1동,2025-09-18
장애인 화장실,용허리근린공원,서울 서초구 서초동 1324-1,서초2동,2025-09-18
장애인 화장실,에피소드 강남 262,서울특별시 서초구 서초동 1339-9,서초2동,2025-09-18
장애인 화장실,337,서울특별시 서초구 서초동 1329-10,서초2동,2025-09-18
장애인 화장실,이니셜타워 I,서울특별시 서초구 반포동 737-10,반포1동,2025-09-18
장애인 화장실,강남메인타워Ⅱ,서울특별시 서초구 서초동 1357-65,서초2동,2025-09-18
장애인 화장실,프로빌딩,서울특별시 서초구 잠원동 27-1,잠원동,2025-09-18
장애인 화장실,서원초등학교 교사2동,서울특별시 서초구 반포동 30-8,반포1동,2025-09-18
장애인 화장실,반포써밋,서울특별시 서초구 반포동 1342,반포1동,2025-09-18
장애인 화장실,임이석 테마피부과,서울특별시 서초구 잠원동 19-8,잠원동,2025-09-18
장애인 화장실,도요빌딩,서울특별시 서초구 서초동 1424-1,서초1동,2025-09-18
장애인 화장실,방배 느티나무 쉼터,서울특별시 서초구 방배동 478-13,방배3동,2025-09-18
장애인 화장실,서초구립 양재별하어린이집,서울특별시 서초구 양재동 401-12,양재2동,2025-09-18
장애인 화장실,방배중학교,서울특별시 서초구 반포동 586-1,반포4동,2025-09-18
장애인 화장실,롯데캐슬헤론아파트,서울특별시 서초구 방배동 754-1,방배본동,2025-09-18
장애인 화장실,NK빌딩,서울특별시 서초구 서초동 1496-30,서초3동,2025-09-18
장애인 화장실,서초구립 서초3동 하나어린이집,서울특별시 서초구 서초동 1491-12,서초3동,2025-09-18
장애인 화장실,방배아트자이,서울특별시 서초구 방배동 3278,방배3동,2025-09-18
장애인 화장실,양재느티나무쉼터,서울특별시 서초구 양재동 7-32,양재1동,2025-09-18
장애인 화장실,의원·치과의원·한의원·조산소·산후조리원,서울특별시 서초구 서초동 1540-7,서초3동,2025-09-18
장애인 화장실,국립중앙도서관,서울특별시 서초구 반포동 산 60-1,반포4동,2025-09-18
장애인 화장실,성진개발빌딩,서울특별시 서초구 서초동 1460-10,서초3동,2025-09-18
장애인 화장실,서초느티나무쉼터,서울특별시 서초구 서초동 1484-6,서초3동,2025-09-18
장애인 화장실,IWHA(이화빌딩),서울특별시 서초구 서초동 1538-10,서초3동,2025-09-18
장애인 화장실,우신1549빌딩,서울특별시 서초구 서초동 1549-4,서초3동,2025-09-18
장애인 화장실,디엠타워3관,서울특별시 서초구 방배동 924-11,방배1동,2025-09-18
장애인 화장실,방배그랑자이,서울특별시 서초구 방배동 3283,방배3동,2025-09-18
장애인 화장실,베네트홀딩스 사옥,서울특별시 서초구 방배동 795-23,방배본동,2025-09-18
장애인 화장실,방배센트럴빌딩,서울특별시 서초구 방배동 909-6,방배1동,2025-09-18
장애인 화장실,서울방배1동우편취급국,서울특별시 서초구 방배동 923-6,방배1동,2025-09-18
